city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),beds,star,number_of_ratings
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Green Zone/Zielona Strefa,203,203,Sep 10 - 15,"1,015",4 beds,5.0,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment Business Szyndzielnia,471,471,Sep 4 - 9,"2,353",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament Blue BB,357,433,Aug 27 - Sep 1,"1,784",1 bed,5.0,3
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment in Orchid,310,310,Aug 19 - 24,"1,549",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Kustronia Apartment with Garage,270,270,Aug 20 - 25,"1,350",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,RelaxApart- Komfortowy apartament z prywatna sauna,440,440,Aug 27 - Sep 1,"2,200",3 beds,4.92,26
"Biesko-Biala, Poland",2023-08-19,Tiny home in Bielsko-Biala,Projekt Cuberniok-Blatnia,710,710,Sep 30 - Oct 5,"3,547",4 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Guesthouse in Rybarzowice,Domek Brda,221,221,Aug 21 - 26,"1,103",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment Gardens Downtown,228,228,Oct 20 - 25,"1,138",2 beds,4.89,9
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,"Family Cottages on Lake Zywiec, sauna graduation",387,387,Aug 27 - Sep 1,"1,932",3 beds,5.0,12
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Give Peace - bright studio with kitchen 500m from gondola,311,311,Sep 3 - 8,"1,553",1 double bed,5.0,18
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,CityCenterApartments-11/19,439,537,Aug 22 - 27,"2,192",2 double beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Room in Szczyrk,Right room for 2 to 4 people,94,94,Aug 19 - 24,469,2 double beds,4.5,18
"Biesko-Biala, Poland",2023-08-19,Hotel room in Bielsko-Biala,APARTAMENT BIELSKO 1,259,259,Aug 19 - 24,"1,291",2 beds,4.0,11
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,"Apartment on Krakowska No 3, free parking",218,218,Aug 27 - Sep 1,"1,086",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Room in Bielsko-Biala,Aparthostel Corner in Bielska Biala Center,141,141,Feb 12 - 17,704,5 beds,4.86,22
"Biesko-Biala, Poland",2023-08-19,Home in Biery,Sunny home by the spa,429,515,Aug 23 - 28,"2,141",3 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Zywiec,apartment in live,235,235,Aug 20 - 25,"1,174",3 beds,3.6,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Szczyrk with SAUNA  apartment Natura,340,340,Aug 30 - Sep 4,"1,699",2 sofa beds,4.63,8
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment near Bystrzanska,397,397,Aug 19 - 24,"1,983",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,CityCenterApartments-11/21,315,315,Aug 27 - Sep 1,"1,572",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Matejki E apartment,306,306,Aug 20 - 25,"1,526",1 double bed,5.0,3
"Biesko-Biala, Poland",2023-08-19,Guest suite in Bielsko-Biala,Klimt 1,187,187,Sep 2 - 8,"1,121",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Cabin in Bielsko-Biala,Kosarzowka,564,684,Aug 31 - Sep 5,"2,817",6 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Home in Miedzybrodzie Zywieckie,"Konkelowka-Gor Zar, sauna, pool, garden, lake","1,291","1,291",Aug 19 - 24,"6,455",4 double beds,5.0,18
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Industrial - Attractive Minimalist,410,410,Aug 20 - 25,"2,050",1 bed,4.71,7
"Biesko-Biala, Poland",2023-08-19,Villa in Bielsko-Biala,Luxury Oak Villas,963,963,Aug 28 - Sep 2,"4,812",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Gorska Kraina,337,337,Aug 19 - 25,"2,019",2 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,"Bonjour Szyndzilnia, forest view",385,465,Aug 19 - 24,"1,925",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Miedzybrodzie Bialskie,Quite a quiet spot,329,329,Aug 27 - Sep 3,"2,300",1 bed,5.0,6
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Apartamenty Barbara Jaszowiec 68P,282,342,Aug 20 - 27,"1,972",3 single beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Apartament Stokrotka,245,245,Aug 30 - Sep 4,"1,221",3 single beds,4.84,45
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Pod Gondola Mountain Resort Villa 3 - Dream Apart,372,372,Aug 20 - 27,"2,602",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Guesthouse in zywiecki,Summer house LENIUCHOLAND close to the lake,411,411,Aug 27 - Sep 1,"2,054",2 single beds,4.92,39
"Biesko-Biala, Poland",2023-08-19,Hotel room in Bielsko-Biala,Apartment Bielsko 2,294,294,Aug 20 - 25,"1,467",2 beds,4.69,16
"Biesko-Biala, Poland",2023-08-19,Room in Bielsko-Biala,Black&White,130,130,Aug 27 - Sep 1,646,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Room in Bielsko-Biala,Bocho,141,141,Sep 4 - 9,704,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Apartament Mniszek,287,287,Aug 27 - Sep 1,"1,432",1 bed,4.9,59
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Villa Bathelta,254,308,Sep 1 - 6,"1,268",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,BBliska 2,370,370,Aug 20 - 25,"1,848",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Retro Apartament Rodzinny Gorska,263,316,Aug 20 - 25,"1,315",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Apartment in the mountains for 4 - 6 people.,208,208,Aug 27 - Sep 1,"1,038",5 beds,4.94,18
"Biesko-Biala, Poland",2023-08-19,Room in Zywiec,A room in the centre of Zywiec,94,94,Nov 1 - 6,469,5 beds,4.99,91
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Studio Nine 9,269,269,Sep 30 - Oct 5,"1,344",1 bed,4.93,14
"Biesko-Biala, Poland",2023-08-19,Cottage in Brenna,CHARMING COTTAGE,470,470,Sep 2 - 7,"2,347",3 double beds,4.79,14
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,"Apartment Nova on Krakowska No2, close to downtown",209,209,Sep 4 - 9,"1,045",2 beds,4.25,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,With parking Apartment Na Zlotych Lanach,175,175,Sep 3 - 8,872,2 beds,5.0,8
"Biesko-Biala, Poland",2023-08-19,Farm stay in Gorki Male,Brama Gor,681,681,Aug 20 - 25,"3,404",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Room in Bierna,Guesthouse with Evy,235,235,Sep 12 - 17,"1,174",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartment with cat,423,423,Aug 19 - 24,"2,113",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,"Apartment with garage ""View of Skrzyczne""",323,323,Aug 27 - Sep 1,"1,614",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Brenna,Magical House in Brenna for 10 people + sauna + river,740,740,Aug 21 - 26,"3,697",5 beds,4.9,20
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament Grossa w centrum Bielska - Dream Apart,462,462,Aug 27 - Sep 1,"2,310",3 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Guest suite in Kozy,Apartament Spacerowo-Rowerowy Kamieniolom 60m2,173,173,Sep 17 - 22,865,2 double beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament Centrum 2 - Dream Apart,303,303,Aug 27 - Sep 1,"1,514",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Apartment u Dziubaskow,181,217,Aug 27 - Sep 1,904,2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Stare Miasto Apartment in the center - Dream Apart,451,451,Aug 20 - 25,"2,255",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Urokliwa kawalerka w centrum,352,352,Aug 20 - 25,"1,760",1 bed,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Comfortable Apartment Kustronia Garage Balcony Bath,306,306,Sep 3 - 8,"1,526",2 beds,4.89,9
"Biesko-Biala, Poland",2023-08-19,Treehouse in Szczyrk,Treehouse Ceprowo,540,540,Sep 10 - 15,"2,699",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Zywiec,Barn with a view,540,540,Sep 11 - 16,"2,699",10 beds,4.97,68
"Biesko-Biala, Poland",2023-08-19,Nature lodge in Brenna,A free room with a view,235,235,Aug 23 - 28,"1,174",2 beds,5.0,19
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,"Apartament LUX Kalinowa 13 - sauna, grota solna",427,524,Aug 20 - 27,"2,989",2 double beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,APARTMENT BIELSKO No. 3,259,259,Aug 20 - 25,"1,291",2 sofa beds,4.67,18
"Biesko-Biala, Poland",2023-08-19,Apartment in Buczkowice,Apartments Swiekowa 10,505,505,Aug 19 - 25,"3,028",3 beds,4.8,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Apartament Wislany Brzeg 2,423,513,Aug 23 - 29,"2,535",2 double beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Pod Gondola Mountain Resort Villa 2 - Dream Apart,400,400,Aug 20 - 25,"1,997",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Jaworze,House pod Blatnia 02,338,406,Aug 21 - 26,"1,690",4 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,BBliska 1,370,370,Aug 27 - Sep 1,"1,848",1 bed,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament Centrum 3 - Dream Apart,338,338,Aug 19 - 25,"2,024",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Cabin in Gorki Wielkie,Cottage in Gorki,275,301,Aug 30 - Sep 6,"1,922",4 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Wilkowice,Lunar Suite,305,305,Aug 27 - Sep 1,"1,521",3 double beds,4.87,46
"Biesko-Biala, Poland",2023-08-19,Vacation home in Szczyrk,Szczyrk. Ski&Spa 4Family.,646,646,Aug 25 - 30,"3,228",3 beds,5.0,11
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Szczyrk.Ski&Spa.4Family.1br.,411,411,Sep 1 - 6,"2,054",2 beds,4.8,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,Superior Laguna - Jezioro Sauna Silownia,484,484,Aug 27 - Sep 1,"2,420",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Przestronny Studio & SKI BUS APARTMENT,352,392,Aug 19 - 24,"1,756",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Nad Zylica 2-Dream Apart,343,343,Aug 27 - Sep 2,"2,055",2 beds,5.0,12
"Biesko-Biala, Poland",2023-08-19,Home in Radziechowy,Dom pod Matyska,431,431,Aug 31 - Sep 5,"2,154",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Romantic room with a bathtub in the attic of an old cottage,316,316,Aug 20 - 25,"1,578",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Tiny home in Ostre,Ekozakatek South 8,545,545,Aug 19 - 24,"2,722",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Szczyrk,Exclusive house with sauna and fireplace,818,"1,033",Aug 27 - Sep 1,"4,087",6 beds,5.0,26
"Biesko-Biala, Poland",2023-08-19,Apartment in Zywiec,Charming Apartment # 2 in the Cool City,317,317,Sep 7 - 12,"1,584",2 beds,5.0,20
"Biesko-Biala, Poland",2023-08-19,Bed and breakfast in Szczyrk,Olimpia Resort & SPA + sniadanie,216,262,Aug 20 - 25,"1,080",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Tiny home in Gorki Wielkie,A cottage in a mountain neighborhood,470,570,Aug 20 - 25,"2,347",2 double beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Ptasie Apartamenty 28 Szczyrk,352,352,Aug 27 - Sep 1,"1,760",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Relaxapart - Komfortowy apartament Kalinowa,334,334,Aug 25 - 30,"1,670",2 beds,4.86,7
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Moon Apartment,411,411,Aug 20 - 25,"2,054",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Sunny Mountain 17-Dream Apart,286,286,Sep 4 - 11,"1,996",2 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament z jacuzzi City Life Centrum,"1,044","1,044",Aug 20 - 25,"5,217",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Bielsko-Biala,Caesar Nature Centre,470,470,Aug 26 - 31,"2,347",6 beds,4.33,7
"Biesko-Biala, Poland",2023-08-19,Tiny home in Miedzybrodzie Bialskie,Cicha Dolina domek 11,287,287,Aug 27 - Sep 1,"1,435",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Home in Zywiec,Charming cottage overlooking Zywiec Lake,634,634,Aug 29 - Sep 3,"3,169",3 beds,5.0,7
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartments Nova No1 with terrace and fireplace,223,223,Sep 24 - 29,"1,115",2 beds,4.9,10
"Biesko-Biala, Poland",2023-08-19,Cabin in Brenna,Brenna Viewfire,839,839,Aug 27 - Sep 1,"4,195",3 beds,5.0,6
"Biesko-Biala, Poland",2023-08-19,Home in Bielsko-Biala,Family house under Kozia Gorka.,681,681,Aug 30 - Sep 4,"3,404",5 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Cottage in Zarzecze,Lakefront cottages,411,411,Sep 10 - 15,"2,054",3 beds,4.88,25
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,Laguna Resort Beskidy & Wellness,489,489,Aug 27 - Sep 1,"2,441",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Room in Szczyrk,Room Orange RASPBERRY SZCZYRK,188,188,Aug 19 - 24,939,2 beds,4.69,13
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Aparthotel Under the Slope Room 17 - Dream Apart,231,231,Aug 31 - Sep 6,"1,382",2 beds,4.8,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Zywiec,Cheerful apartment # 1 in a cool city,294,294,Aug 27 - Sep 1,"1,467",2 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Cabin in Ustron,Equation 36: House on the Mountaintop,916,916,Aug 21 - 26,"4,577",6 beds,5.0,7
"Biesko-Biala, Poland",2023-08-19,Place to stay in Wisla,Willa Luiza-Studio 4osobowe,230,230,Aug 21 - 26,"1,150",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,ApartWisla,464,464,Aug 26 - 31,"2,318",3 beds,5.0,20
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,"Luxury apartment, city center",493,493,Sep 1 - 6,"2,465",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Apartamenty Barbara Jaszowiec 68L,282,342,Aug 20 - 25,"1,408",3 single beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Wisla Red Apartment,156,156,Aug 20 - 25,780,1 sofa bed,4.65,23
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Osada Szczyrk prywatna sauna Apartament IV Studio,420,420,Aug 20 - 25,"2,100",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Uroczy apartament - Lux View Szczyrk-Sauna Jacuzii,370,370,Sep 2 - 7,"1,847",3 beds,4.85,13
"Biesko-Biala, Poland",2023-08-19,Home in Miedzybrodzie Zywieckie,Charming mountain chalet with a large terrace,430,518,Sep 1 - 7,"2,580",2 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Home in Miedzybrodzie Bialskie,Glampspace - Wikingowka,441,441,Aug 20 - 26,"2,641",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Villa in Brenna,Jelonkowo Brenna,705,705,Sep 3 - 9,"4,225",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Wisla - Bukowa Gora - Ap. Lotus,311,311,Aug 22 - 27,"1,553",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,View apartment Jodlowa Ski&Bike,705,705,Aug 21 - 26,"3,521",4 beds,5.0,15
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartamenty Planeta ,272,272,Sep 27 - Oct 2,"1,357",2 beds,4.38,8
"Biesko-Biala, Poland",2023-08-19,Apartment in Ustron,Apartament Jaszowiec,201,201,Sep 6 - 11,"1,003",1 bed,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Matejki C studio,294,294,Aug 21 - 26,"1,467",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament In The Sky -sauna i jacuzzi-Dream Apart,727,727,Aug 27 - Sep 2,"4,360",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Barn in Lipowa,Gorska Stodola,"1,120","1,120",Aug 28 - Sep 2,"5,600",3 double beds,5.0,8
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Ski & Bike Apartment,728,728,Aug 19 - 24,"3,638",5 beds,4.98,44
"Biesko-Biala, Poland",2023-08-19,Home in Brenna,"Mountain Loft, Magical House for 4, River Sauna",540,540,Aug 21 - 26,"2,699",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Godziszka,Rita Apartment,352,352,Aug 20 - 25,"1,760",3 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Cabin in Szczyrk,SkiBajkowa Chata,650,650,Sep 2 - 7,"3,250",5 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament Boho - feeria barw,470,470,Aug 27 - Sep 1,"2,350",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apt with 4 bedrooms,705,705,Aug 20 - 25,"3,521",4 beds,5.0,5
"Biesko-Biala, Poland",2023-08-19,Guest suite in Bielsko-Biala,Apartment at Stratinskie Boulevards - Loft,470,470,Aug 21 - 26,"2,347",2 beds,5.0,6
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Beech Love,458,458,Aug 27 - Sep 2,"2,746",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Sunny observation deck,270,270,Apr 21 - 26,"1,350",1 double bed,5.0,5
"Biesko-Biala, Poland",2023-08-19,Cabin in Szczyrk,en-suite for 2-4 people left,84,93,Aug 20 - 27,585,3 beds,4.5,16
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko Biala,Apartment Olszowka,279,279,Aug 26 - 31,"1,394",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Jodlowa Abies / + sauna - Sun&Sport,584,584,Aug 28 - Sep 2,"2,917",5 beds,4.93,14
"Biesko-Biala, Poland",2023-08-19,Home in Zywiec,Lake house with Russian bank and fireplace,998,998,Sep 18 - 23,"4,988",6 single beds,5.0,25
"Biesko-Biala, Poland",2023-08-19,Cottage in Powiat bielski,Bed & Breakfast & Sauna/ LEGO blue complex,458,458,Sep 2 - 7,"2,289",2 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Home in Szczyrk,Your wooden House in Szczyrk - with fire place,316,376,Aug 26 - Sep 2,"2,206",4 beds,4.71,7
"Biesko-Biala, Poland",2023-08-19,Tiny home in Buczkowice,Bed & Breakfast & Sauna/ LEGO BLACK COMPLEX,423,423,Aug 27 - Sep 1,"2,113",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Chalet in Wisla,Chata Jarzebata,612,612,Sep 2 - 9,"4,284",5 beds,4.83,18
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,Beachy Apartment Overlooking the Sketch Sauna Gym,352,352,Aug 27 - Sep 1,"1,760",1 double bed,5.0,8
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Pod Gondola Mountain Resort Villa 10 - Dream Apart,425,425,Aug 20 - 25,"2,121",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Apt # 2 - SUN APARTMENTS,322,322,Aug 27 - Sep 2,"1,930",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Pod Gondola Mountain Resort Villa 4 - Dream Apart,400,400,Aug 20 - 25,"1,997",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Villa in Bielsko-Biala,Willa Skalna  - exclusive residence,"2,404","2,404",Aug 22 - 27,"12,019",4 beds,5.0,13
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament LOFT,352,352,Sep 1 - 6,"1,760",2 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Wisla,Villa Kolyba -> studio with two rooms and bathroom,210,210,Sep 1 - 6,"1,046",4 beds,4.91,66
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Apartament LOFT,352,352,Sep 1 - 6,"1,760",2 beds,5.0,4
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Mountain view apartment with sauna and hot tub & 11,574,574,Aug 20 - 25,"2,870",4 beds,New,New
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Sunny Mountain 24-Dream Apart,261,261,Aug 28 - Sep 2,"1,305",1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Guesthouse in Rybarzowice,Cottage Bystra,376,502,Aug 20 - 25,"1,878",6 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Sunny Mountain 13-Dream Apart,405,405,Aug 27 - Sep 2,"2,426",2 beds,4.8,5
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,Superior Laguna - Widok Gor Sauna Silownia Klima.,490,490,Aug 28 - Sep 2,"2,450",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,THE ROYAL  HEART OF THE CITY,306,306,Aug 27 - Sep 1,"1,526",3 beds,4.7,37
"Biesko-Biala, Poland",2023-08-19,Cottage in Lipowa,Cheerful cottage with fireplace,480,480,Aug 29 - Sep 4,"2,878",5 beds,5.0,10
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Paderewski Apartment,341,341,Aug 20 - 25,"1,702",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Bielsko-Biala,Loft - Subtle Modern,540,540,Aug 20 - 25,"2,700",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Zarzecze,Lagoon Zacisze,271,328,Sep 5 - 10,"1,352",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Biesko-Biala, Poland",2023-08-19,Apartment in Szczyrk,Comfortable Apartment Studio & SKI BUS,331,369,Aug 28 - Sep 2,"1,653",2 beds,5.0,3
"Biesko-Biala, Poland",2023-08-19,Room in Zywiec,Apartment,245,245,Aug 27 - Sep 1,"1,221",2 beds,New,New
